latitude,longitude
35.044163,-80.83503
35.044163,-80.83503
26.142036,-81.794807
26.142036,-81.794807
38.572265,-90.405355
30.493066,-87.1831
38.122917,-84.459267
36.491389,-78.225218
36.134471,-115.159322
32.0439008,-81.0066202
29.741446,-91.432892
34.597397,-92.522308
34.597397,-92.522308
35.4624004,-97.6195308
29.741446,-91.432892
42.273711,-83.739957
37.479267,-82.518761
37.479267,-82.518761
36.824431,-88.433088
42.829511,-86.103809
30.493066,-87.1831
35.151456,-85.172061
32.0439008,-81.0066202
29.632627,-90.756932
32.363009,-111.135637
34.24828,-88.715858
26.291222,-98.140032
34.24828,-88.715858
38.191948,-85.561871
30.381041,-88.753914
25.788969,-80.22644
25.788969,-80.22644
32.926514,-96.896118
42.400855,-71.140912
32.926514,-96.896118
42.829511,-86.103809
41.666077,-72.778908
29.842570,-95.506284
38.903973,-76.796444
39.156803,-108.729904
35.151456,-85.172061
35.65137421666667,-84.75187518333334
38.934876,-77.023045
39.483096,-76.297561
38.787879,-93.696147
37.388808,-120.726770
36.47155411666667,-88.32188251666666
39.25926006666667,-121.65445925
32.659611,-97.143824
40.005470,-74.376927
32.807122,-79.882720
35.203934,-89.781731
29.501625,-97.452492
30.493066,-87.1831
47.130142,-119.278076
47.130142,-119.278076
32.531219,-96.80723
35.203934,-89.781731
32.36301,-111.135635
32.36301,-111.135635
30.063236,-90.581592
48.25423005,-102.35255433333333
35.511271,-97.735612
41.637105,-87.989447
41.563116,-81.487702
28.044248,-82.745805
30.29203,-90.981888
32.679016,-97.424621
35.624436,-120.674409
35.872585,-97.498154
35.872585,-97.498154
33.823189,-84.511925
38.609083,-92.218996
25.831360,-80.249299
35.755726,-86.914574
40.223179,-85.391361
35.872585,-97.498154
35.872585,-97.498154
35.203934,-89.781731
39.65198,-76.4174309
43.700734,-73.010478
32.33983323333333,-84.97552963333334
30.003536,-91.818726
35.205482,-101.836136
26.291222,-98.14003
26.291222,-98.14003
30.003536,-91.818726
41.0242256,-80.6628528
42.202244,-75.841248
30.063236,-90.581589
35.205482,-101.836136
30.224091,-92.019844
42.202244,-75.841248
39.65198,-76.4174309
37.92815052,-121.22826352
41.5900947,-87.5074979
44.13819,-78.954295
30.224091,-92.019844
38.751445,-76.083886
36.945132,-120.09415
40.1645442,-80.2332384
25.573423,-80.33802
30.332184,-81.655647
25.573423,-80.33802
29.762884,-95.383064
41.5900947,-87.5074979
30.372182,-91.067328
29.762884,-95.383064
32.781354,-97.307346
39.65198,-76.4174309
36.494046,-78.222549
36.303731,-86.699274
42.1479906,-84.3917994167
42.1972639,-83.257432
29.568400,-98.385184
40.014977,-111.649826
37.974766,-87.555847
37.974766,-87.555847
31.7638955,-90.563609
40.014977,-111.649826
42.829511,-86.103809
39.004562,-94.76532
42.1479906,-84.3917994167
30.332184,-81.655647
38.751446,-76.083885
38.751446,-76.083885
39.519052,-85.777362
39.004562,-94.76532
42.1972639,-83.257432
37.387658,-122.087711
39.519052,-85.777362
33.592552,-88.649744
38.68141455,-121.4837136
35.509209,-97.746656
41.024227,-80.662849
32.411183,-96.853851
36.335806,-82.396589
34.73037,-86.586105
42.9210901,-85.666377
41.5900947,-87.5074979
34.73037,-86.586105
42.919928,-82.466340
31.7638955,-90.563609
32.776566,-79.930923
29.741446,-91.432892
30.234630,-93.380012
29.795763,-90.822868
29.795763,-90.822868
39.401497,-76.601913
29.741446,-91.432892
32.776566,-79.930923
41.695316,-87.612465
35.15139538333333,-85.17218071666667
37.388026,-120.722352
40.014977,-111.649826
42.7051469,-87.799123
41.067546,-76.231075
42.1479906,-84.3917994167
40.223179,-85.391357
40.223179,-85.391357
36.955772083333336,-84.59063026666666
39.519052,-85.777362
41.570614,-88.116021
37.906315,-122.064964
32.530696,-96.821279
37.906315,-122.064964
42.1972639,-83.257432
33.33275556564331,-89.76325213909149
36.849422,-119.746597
39.902195,-74.996857
38.78788,-93.696144
39.519052,-85.777362
38.78788,-93.696144
42.7051469,-87.799123
37.387657,-122.087708
47.851798,-122.264115
39.902195,-74.996857
30.168615,-81.533348
39.401497,-76.601913
37.387657,-122.087708
30.168615,-81.533348
36.945133,-120.094147
39.156803,-108.729904
36.945133,-120.094147
32.3398332,-84.97553013333334
27.315363,-82.458702
39.401497,-76.601913
27.506407,-99.507545
27.315363,-82.458702
34.141719,-118.380758
27.506407,-99.507545
36.955834466666666,-84.59033843333333
35.755726,-86.914574
38.377451,-81.686473
39.401497,-76.601913
35.755726,-86.914574
29.424122,-98.493629
39.65204668,-76.41699948
26.856197,-80.094111
29.424122,-98.493629
39.672169,-104.826346
39.401497,-76.601913
32.339833133333336,-84.9755301
39.480606,-86.054985
39.156803,-108.729904
39.480606,-86.054985
32.781353,-97.307343
34.10245,-84.527308
38.415702716666665,-78.99560268333333
29.424122,-98.493629
32.781353,-97.307343
29.424122,-98.493629
41.171928,-80.727715
36.3794526,-87.3943419
39.828678,-75.181129
36.4288283,-82.4626101
37.759529,-87.132003
41.070019,-81.490318
40.783436,-73.966248
41.070019,-81.490318
40.783436,-73.966248
32.659752,-97.145706
41.171928,-80.727715
41.067547,-76.231071
41.942557,-71.280441
41.171928,-80.727715
41.067547,-76.231071
36.149244216666666,-86.77466576666667
32.659752,-97.145706
46.640930,-92.451978
42.77127135,-73.8944530833
39.964973,-82.961500
33.166117,-87.540481
29.4801834,-95.0701955
38.609081,-92.218994
27.723938,-97.450138
38.609081,-92.218994
32.781353,-97.307343
39.710854,-75.562424
32.422627,-89.078804
39.710854,-75.562424
36.3794526,-87.3943419
38.277569,-85.737183
41.563116,-81.487702
29.4801834,-95.0701955
42.77127135,-73.8944530833
28.538336,-81.379234
36.4288283,-82.4626101
28.538336,-81.379234
35.177231,-106.619094
36.849422,-119.746597
38.377451,-81.686473
32.422626,-89.078804
32.422626,-89.078804
31.7638955,-90.563609
35.583174,-92.465438
43.37674,-72.346756
43.37674,-72.346756
30.033939,-95.170613
29.784199,-95.374800
41.929451,-88.130188
41.929451,-88.130188
41.942557,-71.280441
34.102451,-84.527306
42.7051469,-87.799123
32.298756,-90.184807
39.711798,-86.111628
32.298756,-90.184807
34.102451,-84.527306
37.332712,-120.490480
31.772955,-106.380989
37.386612,-120.718815
31.772955,-106.380989
31.812050,-97.088933
29.4801834,-95.0701955
41.942557,-71.280441
36.4288283,-82.4626101
32.33983315,-84.9755301
43.442223,-71.589447
43.442223,-71.589447
41.683997,-72.709347
33.58951,-86.665056
38.377453,-81.68647
30.385170,-87.052583
33.924271,-84.37854
41.683997,-72.709347
38.377453,-81.68647
33.924271,-84.37854
42.77127135,-73.8944530833
39.745834,-75.546669
39.745834,-75.546669
36.303857,-86.700077
37.760314,-121.978714
48.2547877,-102.3511494
35.049278,-89.829919
38.216604,-90.400930
40.014977,-111.649826
40.014977,-111.649826
38.564999,-90.400534
34.141628,-118.378951
34.579514,-112.484283
36.9627555,-86.4674452
29.424122,-98.493629
34.579514,-112.484283
29.424122,-98.493629
37.5104516745,-120.859549642
32.448734,-99.733147
41.942557,-71.280441
37.041460,-85.908896
32.448734,-99.733147
38.564999,-90.400534
48.2547877,-102.3511494
35.177887,-106.621262
35.177887,-106.621262
36.303856,-86.700073
38.3226101,-121.3258911
33.52066,-86.80249
33.445655,-86.830037
36.303856,-86.700073
30.054852,-95.430517
33.52066,-86.80249
34.73037,-86.586105
30.705574,-88.204071
37.759529,-87.132004
32.298756,-90.184807
34.73037,-86.586105
37.759529,-87.132004
35.671676,-79.833392
30.705574,-88.204071
40.073022,-74.784507
39.481384,-75.69062
32.509312,-92.119301
32.509312,-92.119301
36.207729,-119.347336
38.3226101,-121.3258911
35.671676,-79.833392
36.207729,-119.347336
32.758538,-97.105406
41.878113,-87.629799
41.878113,-87.629799
32.448734,-99.733147
38.564999,-90.400534
41.708946,-85.985283
41.708946,-85.985283
37.5104516745,-120.859549642
36.494324,-78.222198
36.494324,-78.222198
32.679016,-97.424621
32.531215,-96.80721
40.296806,-74.497025
29.48028822,-95.070294
40.1645442,-80.2332384
40.296806,-74.497025
33.209843,-87.569176
35.509209,-97.746656
33.209843,-87.569176
41.703068,-85.981238
37.385199,-120.714865
33.4947605,-84.18768776666667
48.2547877,-102.3511494
39.481384,-75.69062
36.429430,-94.788370
36.190181,-86.688192
39.964809,-82.960953
41.616459,-71.472741
38.3226101,-121.3258911
39.964809,-82.960953
39.672169,-104.826347
32.996776,-96.605654
32.566242,-92.027321
39.672169,-104.826347
37.7308878333,-81.2374414833
40.1645442,-80.2332384
32.566242,-92.027321
32.758537,-97.105408
32.758537,-97.105408
35.7114448,-81.76585853333333
39.565467,-104.899065
38.43259,-82.020134
38.564999,-90.400534
37.7308878333,-81.2374414833
32.566242,-92.027321
40.927918,-74.101874
37.75959,-121.977852
34.722406,-77.340425
35.005963,-77.786724
38.216604,-90.40093
37.75959,-121.977852
41.4563425,-74.38742443333334
38.82444,-77.220627
38.82444,-77.220627
39.8179088,-84.2658
43.610622,-72.972603
32.298756,-90.184807
43.610622,-72.972603
32.354668,-89.398529
32.679016,-97.424622
32.679016,-97.424622
39.8179088,-84.2658
36.494324,-78.222198
39.481384,-75.69062
36.158466,-81.147583
35.005963,-77.786724
36.158466,-81.147583
27.677647,-97.303731
32.354668,-89.398529
28.982462,-98.422829
28.982462,-98.422829
30.694357,-88.043053
34.727350,-77.336654
34.2915182,-86.6776287
39.887558,-82.727632
30.694357,-88.043053
38.455589,-81.936508
38.455589,-81.936508
39.922094,-80.730993
38.746523,-82.979069
41.64753,-88.089508
41.64753,-88.089508
29.971062,-95.529311
39.481384,-75.69062
38.047649,-84.495656
36.494324,-78.222198
38.216602,-90.400932
37.7308878333,-81.2374414833
38.216602,-90.400932
30.278038,-91.243202
34.2915182,-86.6776287
30.278038,-91.243202
32.679016,-97.424622
43.801671,-91.238746
27.677647,-97.303731
41.6557401,-73.75165036666667
36.958490,-87.641870
41.509476,-90.578751
37.7308878333,-81.2374414833
36.418180,-94.759452
36.4288283,-82.4626101
39.644985,-106.5942
39.644985,-106.5942
42.1972639,-83.257432
35.005963,-77.786724
29.2402511,-81.058906
32.659735,-97.149141
39.662223,-86.309514
41.695316,-87.612465
39.8179088,-84.2658
41.695316,-87.612465
29.216713,-81.08912500000001
46.798744,-92.102425
31.109126,-97.676954
36.190182,-86.688194
36.190182,-86.688194
41.695316,-87.612465
34.2915182,-86.6776287
29.216713,-81.08912500000001
42.1972639,-83.257432
39.8179088,-84.2658
39.866645,-75.860871
40.058323,-74.405663
40.058323,-74.405663
37.2650566,-81.2221591
41.4563425,-74.3874244333
41.4563425,-74.38742443333334
42.77127136666667,-73.89445305
39.481384,-75.69062
33.926654,-84.402361
41.683998,-72.709351
29.016526,-81.237845
29.2402511,-81.058906
40.1645442,-80.2332384
41.456343483333335,-74.38742948333334
41.683998,-72.709351
35.311679,-78.602635
36.700988,-85.158613
31.109126,-97.676954
39.568008,-104.903946
39.866988,-80.670335
35.492555,-97.519172
38.323204,-85.608590
41.4563425,-74.3874244333
38.43259,-82.020134
38.43259,-82.020134
41.703983,-85.980576
41.703983,-85.980576
35.311679,-78.602635
36.248473,-93.103364
33.086163,-97.076736
26.917524,-82.262811
18.409329,-66.210573
38.367126,-81.687508
36.418180,-94.759452
33.086163,-97.076736
35.744566,-84.017806
30.474305,-92.428654
35.509209,-97.746658
46.991455,-122.776190
35.492555,-97.519172
42.1972639,-83.257432
42.788995,-83.782299
35.509209,-97.746658
39.672169,-104.826347
29.2402511,-81.058906
41.025697,-92.362215
42.190838,-87.808150
42.190838,-87.808150
38.609081,-92.218994
38.609081,-92.218994
31.109126,-97.676954
30.267153,-97.743057
30.267153,-97.743057
26.537672,-80.094187
37.2650566,-81.2221591
41.4563425,-74.3874244333
35.193550,-101.866087
34.579514,-112.484283
38.746525,-82.979073
34.579514,-112.484283
27.677647,-97.303731
32.566242,-92.027321
32.566242,-92.027321
39.542191,-119.728493
36.9558344667,-84.5903384333
39.542191,-119.728493
42.864334,-87.913864
34.168339,-118.605919
34.168339,-118.605919
38.421553,-82.733748
42.940199,-81.241915
42.864334,-87.913864
37.2650566,-81.2221591
35.064069,-90.026598
43.801671,-91.238746
41.942557,-71.280441
44.763058,-85.620628
44.763058,-85.620628
36.9558344667,-84.5903384333
35.859833,-84.070976
35.859833,-84.070976
36.16589,-86.784447
36.16589,-86.784447
35.492555,-97.519172
32.759296,-97.797256
32.759296,-97.797256
42.443014,-83.290124
29.705589,-95.301224
35.8281364,-83.5730234
41.584915116666664,-73.01820368333334
39.567101,-104.904793
34.039567,-118.144004
18.409329,-66.210573
38.772137,-77.441668
41.08332057,-85.33779064
31.109126,-97.676954
41.024227,-80.662849
41.024227,-80.662849
35.130721,-89.948839
35.62438666820526,-120.67439675331116
33.509951,-86.788513
42.791973,-83.627724
35.8281364,-83.5730234
40.116395,-88.240773
42.791973,-83.627724
38.948459,-76.586852
39.866988,-80.670335
38.40813488333333,-78.98566215
30.452135,-91.210106
32.298756,-90.184807
39.745834,-75.546669
32.298756,-90.184807
30.452135,-91.210106
36.42873165,-82.46254175
40.783436,-73.966248
40.783436,-73.966248
39.867793,-75.864377
33.843770,-83.709575
38.766945,-77.465149
