latitude,longitude
30.233044,-93.163099
38.772137,-77.441668
33.618912,-117.928947
33.618912,-117.928947
42.583645,-83.245491
40.025333,-75.045894
35.00573522,-77.7865911
38.685952,-90.001160
36.42873165,-82.46254175
35.8281364,-83.5730234
39.71183,-86.111725
32.250233,-95.361038
38.220924,-82.203751
39.71183,-86.111725
39.745834,-75.546669
43.65178,-116.685243
38.220924,-82.203751
32.250233,-95.361038
33.855584,-117.998301
35.551052,-97.62469166666666
39.553027,-119.713007
32.531215,-96.80721
40.35258855,-86.88899258333333
32.267511,-110.911622
39.866989,-80.670334
39.866989,-80.670334
33.601771,-92.064617
40.35288823333333,-86.8854507
29.762884,-95.383064
37.639095,-120.99688
40.11325854,-83.08298906
29.762884,-95.383064
37.639095,-120.99688
33.870293,-117.925339
39.78719651699066,-84.20864939689636
33.870293,-117.925339
35.00573522,-77.7865911
38.766945,-77.465149
34.102441,-84.527277
33.858852,-118.002440
39.961178,-82.998795
38.772137,-77.441666
39.961178,-82.998795
39.644985,-106.5942
38.772137,-77.441666
39.644985,-106.5942
35.62438666820526,-120.67440211772919
38.986458,-76.85783
41.942557,-71.280441
35.00573522,-77.7865911
35.6243866682,-120.674402118
35.00560284,-77.78658752
38.042765,-84.492942
35.523483,-97.58086
34.91415505,-81.90650243333333
37.10284,-85.306351
37.10284,-85.306351
38.40811513333333,-78.98541676666666
32.866373,-96.303190
39.78718042373657,-84.20863330364227
30.450747,-91.154549
30.450747,-91.154549
38.421555,-82.733749
38.421555,-82.733749
38.948508,-76.93645
47.606209,-122.332069
47.606209,-122.332069
38.4080331,-78.98397775
18.409329,-66.210573
35.6243866682,-120.674402118
37.10284,-85.306351
37.113715,-76.518022
39.747629,-75.550677
38.68141455,-121.4837136
29.705589,-95.301224
35.00573522,-77.7865911
41.538931131362915,-90.6206738948822
29.705589,-95.301224
39.747629,-75.550677
39.542191,-119.728493
35.195652,-101.866142
35.195652,-101.866142
35.523483,-97.58086
33.95335,-117.396156
33.95335,-117.396156
43.117401,-71.892609
38.68141455,-121.4837136
30.054852,-95.430517
32.531215,-96.80721
41.657213,-83.608619
29.971062,-95.529312
43.117401,-71.892609
41.9853744,-91.6820351
29.971062,-95.529312
35.6243866682,-120.674402118
34.10244,-84.527275
35.00560284,-77.78658752
35.523483,-97.58086
38.958504,-76.580343
34.10244,-84.527275
41.942557,-71.280441
39.868784,-82.833574
38.407992183333334,-78.98302428333334
40.395706,-111.834164
42.190838,-87.808151
40.486427,-86.133606
32.58631,-96.933044
32.739356,-97.792447
42.190838,-87.808151
35.9645223,-78.922538
40.486427,-86.133606
41.9853744,-91.6820351
32.734375,-97.782930
39.046635,-95.612328
41.942557,-71.280441
39.046635,-95.612328
39.542191,-119.728493
43.671145,-79.384946
39.542191,-119.728493
41.68121,-83.605011
41.68121,-83.605011
18.39736111111111,-66.13375
45.086642,-93.3573289
39.922346,-82.855459
29.138315,-80.995613
29.138315,-80.995613
35.6565036,-88.82758923333333
41.618332,-71.471672
37.668819,-122.080795
30.29203,-90.981888
37.668819,-122.080795
41.618332,-71.471672
38.042767,-84.492943
38.042767,-84.492943
38.685982,-90.001247
30.29203,-90.981888
45.086642,-93.3573289
35.671676,-79.833392
35.693968983333335,-88.83058745
35.523483,-97.58086
32.280795,-95.324512
41.9853744,-91.6820351
37.381519,-120.706619
30.453482,-91.094903
40.3528882333,-86.8854507
37.73118636666667,-81.2375335
33.815873483333334,-79.44145206666667
41.942557,-71.280441
38.68141455,-121.4837136
35.82802677,-83.57265711
39.868936,-75.867853
30.054852,-95.430519
39.781445,-79.562688
39.866724,-82.831971
33.086163,-97.076736
30.054852,-95.430519
35.671676,-79.833392
40.3528882333,-86.8854507
33.086163,-97.076736
37.113715,-76.518022
36.857277,-88.350311
36.857277,-88.350311
39.553027,-119.713007
38.766945,-77.465149
39.9148349,-83.144794
32.425223,-90.103279
41.0953151,-85.111488
27.712234,-97.385931
27.712234,-97.385931
36.086371,-80.219538
32.298756,-90.184807
40.413034,-111.882096
32.386532,-96.848328
30.797534,-90.975527
32.386532,-96.848328
36.09638888888889,-80.21638888888889
39.9148349,-83.144794
32.298756,-90.184807
39.122287,-86.531364
35.181352,-106.636910
35.959545,-95.369415
30.675944,-88.151559
35.959545,-95.369415
18.409329,-66.210573
40.3528882333,-86.8854507
47.234020,-119.831710
30.098261,-95.546131
36.861720,-119.738231
39.78936,-79.51437
30.456603,-91.093173
32.740869,-97.413394
39.683114,-75.587633
41.0953151,-85.111488
36.770007,-119.730521
34.257607,-88.703384
38.239454683333335,-85.72274246666667
28.11157642,-81.45573877
33.858887,-118.001521
29.622543,-82.378204
31.837058,-90.419276
34.257607,-88.703384
40.11325854,-83.08298906
26.159783,-80.117079
40.489262,-74.863853
41.08224505,-73.8200808375
40.489262,-74.863853
26.137360,-80.120573
38.461441,-90.091774
38.461441,-90.091774
34.582476,-86.98667
33.601771,-92.064617
26.137360,-80.120573
26.142036,-81.794807
32.457623,-99.871483
40.11325854,-83.08298906
32.457623,-99.871483
42.304974,-87.891175
36.158867,-115.139305
36.158867,-115.139305
34.727323,-77.336707
38.461441,-90.091774
45.086642,-93.3573289
34.582476,-86.98667
32.734375,-97.782928
28.11157642,-81.45573877
26.142036,-81.794807
32.734375,-97.782928
38.659378,-90.549646
40.292323,-79.399467
32.457623,-99.871483
27.712234,-97.385933
27.712234,-97.385933
39.9148349,-83.144794
42.7262,-71.190895
42.7262,-71.190895
38.685982,-90.001244
38.685982,-90.001244
32.31823,-86.902298
39.748333,-105.142319
39.748333,-105.142319
33.858887,-118.001518
33.858887,-118.001518
39.248063,-84.443709
32.31823,-86.902298
38.925941,-79.846733
38.925941,-79.846733
29.424122,-98.493629
29.424122,-98.493629
34.1973852,-80.9650023
35.102975,-85.236578
39.553028,-119.713005
47.050272,8.310137
41.618324,-71.471718
39.553028,-119.713005
34.914341,-81.90658
41.618324,-71.471718
34.1973852,-80.9650023
33.510622,-86.788494
34.727322,-77.336708
39.78936,-79.51437
36.505962,-78.212257
36.505962,-78.212257
32.775951,-97.400284
29.424122,-98.493629
34.582476,-86.98667
40.927917,-74.101875
34.914341,-81.90658
33.436390,-86.842169
41.6753170167,-86.9127082833
40.927917,-74.101875
38.998734,-77.039767
35.023434,-98.022552
32.455584,-96.94607
40.823593,-73.448833
35.101754,-85.241165
43.802003,-79.215801
29.842570,-95.506284
42.219949,-88.289846
32.425223,-90.103279
45.930655,-89.885481
33.51062,-86.78849
33.51062,-86.78849
39.78936,-79.51437
32.775951,-97.400284
40.765343,-111.970192
36.155832,-79.717265
35.6939689833,-88.83058745
30.245516,-92.013539
40.025333,-75.045894
33.912598,-118.043068
32.802956,-96.76992
37.113716,-76.518021
33.912598,-118.043068
32.802956,-96.76992
30.4363882542,-91.1872476339
39.7871804237,-84.2086333036
42.219949,-88.289846
37.113716,-76.518021
39.78717505931854,-84.20863330364227
35.184187,-89.792105
33.43639,-86.842169
40.285923,-76.650246
40.285923,-76.650246
40.315388,-111.676559
35.064069,-90.026598
35.6939689833,-88.83058745
36.158867,-115.139305
40.30580561428571,-76.94090604285715
28.11157642,-81.45573877
26.907261,-99.271423
34.866199,-92.110146
29.821907,-98.008116
34.866199,-92.110146
42.499775,-71.215496
35.149532,-90.048981
41.327534,-89.128975
35.149532,-90.048981
38.660282,-90.547398
41.327534,-89.128975
37.944489,-87.405289
37.944489,-87.405289
34.914341,-81.90658
39.172682,-84.423159
33.601772,-92.064613
33.601772,-92.064613
26.907261,-99.271423
36.770008,-119.730522
41.327534,-89.128975
39.78718042373657,-84.2086386680603
39.7871804237,-84.2086333036
33.926654,-84.402361
36.770008,-119.730522
33.43639,-86.842171
33.43639,-86.842171
41.139534,-80.870301
35.9647068,-78.9227045
38.609081,-92.218994
38.609081,-92.218994
39.78936,-79.51437
28.225937,-82.690284
41.147042,-80.880791
32.58631,-96.933045
39.570473,-104.904251
35.9647068,-78.9227045
40.504022,-78.405779
41.025697,-92.362215
39.937613,-79.729416
43.071834,-79.088685
35.182182,-106.640251
35.182182,-106.640251
34.73037,-86.586105
34.73037,-86.586105
32.280823,-95.324028
32.280823,-95.324028
39.922737,-82.855011
39.922737,-82.855011
30.4363882542,-91.1872476339
39.541764,-119.715797
41.025697,-92.362215
42.219949,-88.289846
36.05895833333334,-119.30715291666667
35.6939689833,-88.83058745
40.823593,-73.448833
32.425224,-90.103279
39.156803,-108.729904
41.43210186,-87.24668187
32.425224,-90.103279
35.15139538333333,-85.17218071666667
32.298756,-90.184807
39.156803,-108.729904
33.197247,-96.639786
32.298756,-90.184807
33.5608077049,-86.7262297869
29.638933,-81.807229
39.541332,-119.715978
33.197247,-96.639786
36.038846,-86.758274
43.227860,-70.882577
32.461672,-93.747055
39.7871804237,-84.2086333036
36.673985,-121.63324
33.5608077049,-86.7262297869
44.558804,-72.577843
44.558804,-72.577843
30.353228,-87.273723
30.29203,-90.981888
40.504022,-78.405779
38.2138324,-85.8350018
44.474549,-88.109820
35.9647068,-78.9227045
35.101784,-85.241051
35.101784,-85.241051
29.971062,-95.529312
32.01099,-97.130005
32.01099,-97.130005
34.102797,-118.289026
35.441196,-89.778137
41.433949,-79.706444
35.441196,-89.778137
41.025697,-92.362215
26.018177,-80.159607
26.018177,-80.159607
41.433949,-79.706444
38.660282,-90.547401
41.011665,-95.227219
41.011665,-95.227219
38.660282,-90.547401
35.788425,-83.554337
35.788425,-83.554337
37.270702,-76.707458
37.270702,-76.707458
38.2138324,-85.8350018
30.29203,-90.981888
40.312916,-111.676354
40.765343,-111.970192
40.11325854,-83.08298906
40.765343,-111.970192
35.441196,-89.778137
28.225937,-82.690285
33.5608077049,-86.7262297869
28.225937,-82.690285
33.277127,-86.842381
31.724613,-96.165245
31.724613,-96.165245
40.11325854,-83.08298906
26.137543,-80.122986
26.137543,-80.122986
37.906315,-122.064964
37.906315,-122.064964
39.541332,-119.715981
25.489795,-80.4135639
39.541332,-119.715981
36.096626,-80.230069
35.461463,-97.619832
37.906315,-122.064964
29.762884,-95.383064
28.350758,-82.220781
30.4363882542,-91.1872476339
29.762884,-95.383064
25.489795,-80.4135639
36.096626,-80.230069
38.633469,-90.574112
37.954317,-121.786774
38.633469,-90.574112
34.98210926666667,-92.07205813333333
41.327534,-89.128975
26.122309,-80.143379
26.122309,-80.143379
41.327534,-89.128975
38.894279,-77.431099
40.504022,-78.405779
38.894279,-77.431099
38.911191,-77.044746
40.043265,-75.40746
38.277569,-85.737183
31.724613,-96.165245
39.937614,-79.729416
39.937614,-79.729416
41.327534,-89.128975
40.339395,-80.048054
33.779552578926086,-84.41059291362762
36.096626,-80.230069
42.621634,-82.911580
35.395285,-80.578129
32.31823,-86.902298
40.927917,-74.101875
39.768799666666666,-89.7046903
40.086426,-75.253738
38.3725462,-81.6548346
40.086426,-75.253738
39.172684,-84.423157
39.172684,-84.423157
31.845682,-102.367645
34.181057,-86.840755
25.489795,-80.4135639
35.711611,-81.765878
36.16589,-86.784447
36.16589,-86.784447
31.845682,-102.367645
30.254560,-92.014911
35.461463,-97.619832
40.116701,-88.242976
35.711611,-81.765878
38.727171,-93.568084
38.3725462,-81.6548346
34.102797,-118.289026
33.197247,-96.639786
35.8281296,-83.5730265
35.096031,-83.708660
41.147041,-80.880791
30.675944,-88.151559
40.823593,-73.44883
39.748917,-75.55117
41.147041,-80.880791
39.748917,-75.55117
35.711611,-81.765878
40.823593,-73.44883
37.741071,-97.244737
37.741071,-97.244737
35.8281296,-83.5730265
40.076432,-74.101127
35.461463,-97.619832
41.65439558333333,-83.59201605
30.153111,-91.959450
32.31823,-86.902298
33.197247,-96.639786
40.11325854,-83.08298906
30.098232,-95.546115
39.748917,-75.55117
39.871832,-75.877020
35.128184,-89.861843
39.51901453,-85.77724455
40.11325854,-83.08298906
34.779249,-77.398657
35.8281296,-83.5730265
40.116699,-88.242973
40.116699,-88.242973
41.011665,-95.227219
41.011665,-95.227219
33.5608077049,-86.7262297869
43.802192,-79.216303
45.122717,-93.177853
40.038967,-76.055063
40.752018,-73.611341
30.29203,-90.981888
47.978985,-122.20208
30.456602,-91.09317
47.978985,-122.20208
30.456602,-91.09317
41.9853744,-91.6820351
30.29203,-90.981888
34.500832,-117.185875
30.523078,-97.863083
30.456602,-91.09317
41.654382016666666,-83.59197485
41.9853744,-91.6820351
40.769246,-73.955919
30.153111,-91.95945
40.11325854,-83.08298906
38.3725462,-81.6548346
41.53881847858429,-90.62062561511993
40.339395,-80.048054
29.961162,-90.096487
26.712861,-81.835195
30.160202,-91.990967
30.160202,-91.990967
37.741071,-97.244737
31.7638955,-90.563609
30.29203,-90.981888
33.277127,-86.842381
39.769387,-105.029908
36.59385171666667,-94.75545528333333
30.29203,-90.981888
41.53876483440399,-90.62043249607086
33.974949,-84.500359
41.163503,-73.862685
32.31823,-86.902298
41.6543820167,-83.59197485
41.501498222351074,-72.74981260299683
33.974949,-84.500359
39.51901453,-85.77724455
35.738164,-97.512031
29.971062,-95.529312
35.5539205,-80.8530972
39.968749,-86.194568
41.6543820167,-83.59197485
37.050613,-93.270631
39.922972,-86.095349
28.579951,-81.477143
28.579951,-81.477143
42.43436,-83.287565
29.609705,-90.733511
42.537971,-83.135323
42.537971,-83.135323
42.77127143333333,-73.8944532
33.428444,-94.122574
41.163503,-73.862685
33.428444,-94.122574
35.5539205,-80.8530972
33.103172,-96.670547
32.905804,-83.686249
30.153111,-91.95945
30.257263,-92.015312
38.727171,-93.568084
32.905804,-83.686249
30.257263,-92.015312
33.103172,-96.670547
39.51902132,-85.77724776
30.153111,-91.95945
42.331429,-83.045753
39.968749,-86.194568
32.31823,-86.902298
42.331429,-83.045753
35.395285,-80.578129
30.29203,-90.981888
47.423458,-120.310349
35.7477146387,-95.3290987015
47.423458,-120.310349
30.29203,-90.981888
42.77127143333333,-73.89445318333334
32.941235,-97.134178
35.395285,-80.578129
35.580753,-97.632506
32.267511,-110.911622
38.727171,-93.568084
32.941235,-97.134178
38.252666,-85.758453
38.252666,-85.758453
37.74107,-97.244736
40.348703,-81.283910
37.74107,-97.244736
29.356348,-98.115562
34.7012796,-86.5917728
35.074063,-89.749940
35.7477146387,-95.3290987015
33.912598,-118.043068
28.035336,-82.787642
29.356348,-98.115562
42.083834,-87.981792
38.727171,-93.568084
34.73037,-86.586105
34.73037,-86.586105
39.156803,-108.729904
35.106941,-83.003059
39.156803,-108.729904
35.106941,-83.003059
41.6543820167,-83.59197485
28.035336,-82.787642
31.7638955,-90.563609
43.227859,-70.882576
38.252666,-85.758453
43.227859,-70.882576
45.9419533,-89.8841833
35.395285,-80.578129
